EfficientDetD1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
AP@,0.919378481,0.913426488,0.943620178,0.958258366,0.968835216,0.983528392,0.997439836,1,1
AR@,0.802456499,0.771421242,0.71335992,0.654782395,0.606141847,0.547406514,0.466251795,0.345923978,0.077934497
Precision Small,0,0,0,0,0,0,0,0,0
Precision Medium,0.89732528,0.857876712,0.920920921,0.944168734,0.961597542,0.979123173,0.988,1,0
Precision Large,0.930728242,0.943973635,0.954768928,0.964014192,0.971294363,0.984682713,0.998825602,1,1
Recall Small,0,0,0,0,0,0,0,0,0
Recall Medium,0.859504132,0.861564918,0.736,0.592679128,0.48006135,0.354765507,0.185574756,0.058339566,0
Recall Large,0.778025241,0.73416331,0.70413343,0.684418856,0.665831843,0.638524299,0.598311643,0.481703026,0.117181884
